-- Intrucoes de uso do arquivo.
-- Valor '1' = area branca da imagem ( nao pintado )
-- Valor '0' = area preta da imagem ( pintada )
-- Separar cada elemento por uma linha em branco
-- Os valores na matrix devem ser separados por ','
-- Linha que iniciam com '--' sao comentarios ignorados no processamento

-- A
1,1,0,1,1
1,0,1,0,1
0,1,1,1,0
0,0,0,0,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0

-- B
0,0,0,0,1
0,1,1,1,0
0,1,1,1,0
0,0,0,0,1
0,1,1,1,0
0,1,1,1,0
0,0,0,0,1

-- C
1,0,0,0,0
0,1,1,1,1
0,1,1,1,1
0,1,1,1,1
0,1,1,1,1
0,1,1,1,1
1,0,0,0,0

-- D
0,0,0,0,1
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,0,0,0,1

-- E
0,0,0,0,0
0,1,1,1,1
0,1,1,1,1
0,0,0,1,1
0,1,1,1,1
0,1,1,1,1
0,0,0,0,0

-- F
0,0,0,0,0
0,1,1,1,1
0,1,1,1,1
0,0,0,0,1
0,1,1,1,1
0,1,1,1,1
0,1,1,1,1

-- G
0,0,0,0,0
0,1,1,1,1
0,1,1,1,1
0,1,0,0,0
0,1,1,1,0
0,1,1,1,0
0,0,0,0,0

-- H
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,0,0,0,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0

-- I
1,0,0,0,1
1,1,0,1,1
1,1,0,1,1
1,1,0,1,1
1,1,0,1,1
1,1,0,1,1
1,0,0,0,1

-- J
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
0,1,1,1,0
0,1,1,1,0
1,0,0,0,1

-- K
0,1,1,1,0
0,1,1,0,1
0,1,0,1,1
0,0,1,1,1
0,1,0,1,1
0,1,1,0,1
0,1,1,1,0

-- L
0,1,1,1,1
0,1,1,1,1
0,1,1,1,1
0,1,1,1,1
0,1,1,1,1
0,1,1,1,1
0,0,0,0,0

-- M
0,1,1,1,0
0,0,1,0,0
0,1,0,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0

-- N
0,1,1,1,0
0,0,1,1,0
0,0,1,1,0
0,1,0,1,0
0,1,1,0,0
0,1,1,0,0
0,1,1,1,0

-- O
1,0,0,0,1
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
1,0,0,0,1

-- P
0,0,0,0,1
0,1,1,1,0
0,1,1,1,0
0,0,0,0,1
0,1,1,1,1
0,1,1,1,1
0,1,1,1,1

-- Q
1,0,0,0,1
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,0,1,0
0,1,1,0,0
1,0,0,0,0

-- R
0,0,0,0,1
0,1,1,1,0
0,1,1,1,0
0,0,0,0,1
0,1,0,1,1
0,1,1,0,1
0,1,1,1,0

-- S
1,0,0,0,1
0,1,1,1,0
0,1,1,1,1
1,0,0,0,1
1,1,1,1,0
0,1,1,1,0
1,0,0,0,1

-- T
0,0,0,0,0
1,1,0,1,1
1,1,0,1,1
1,1,0,1,1
1,1,0,1,1
1,1,0,1,1
1,1,0,1,1

-- U
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
1,0,0,0,1

-- V
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
1,0,1,0,1
1,1,0,1,1

-- X
0,1,1,1,0
0,1,1,1,0
1,0,1,0,1
1,1,0,1,1
1,0,1,0,1
0,1,1,1,0
0,1,1,1,0

-- Z
0,0,0,0,0
1,1,1,1,0
1,1,1,0,1
1,1,0,1,1
1,0,1,1,1
0,1,1,1,1
0,0,0,0,0

-- Y
0,1,1,1,0
0,1,1,1,0
1,0,1,0,1
1,1,0,1,1
1,1,0,1,1
1,1,0,1,1
1,1,0,1,1

-- W
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,0,1,0
0,1,0,1,0
1,0,1,0,1
